probe_id,deseq2_lfc,deseq2_padj,edger_lfc,edger_padj,limma_lfc,limma_padj
1554482_a_at,0.27330304018404944,1.981935625992568e-4,0.2110376252840717,0.00238932668083058,-0.2252657769833005,3.570966268078492e-4
1554483_at,-0.1444227399272262,0.21995936231104013,-0.21921755768816276,0.0505616400682086,0.19685309675473295,0.0408778062072253
1554485_s_at,-0.1686813316059997,0.394338790795973,-0.2384345396335879,0.18428273389566577,0.3879880784829896,0.01918748646589908
1554510_s_at,0.14671682655334792,0.03031353663697526,0.08591834582300474,0.18990434428528088,-0.08816848473491706,0.1725895903293515
1554572_a_at,0.2741537030440197,0.00147972233331392,0.22470164390684003,0.00318224858658345,-0.24526422716423,4.5840069387239105e-4
1554574_a_at,0.06540901394037223,0.4744067806168739,-0.00817996264329169,0.936886949521276,0.01726649598411963,0.8465316664377883
1554576_a_at,-0.3135309528313968,0.00554498253642322,-0.3845751521521759,4.794040700583555e-4,0.40959346894564685,0.0010509229975103
1554577_a_at,-0.2907281251847427,2.7633400377737977e-5,-0.3415081269258024,1.371222340539817e-7,0.36804897245109935,1.7025022640684312e-8
1554600_s_at,0.3199007912419187,1.0484564355183576e-5,0.24571831168907424,6.201565942846751e-4,-0.24677634206794513,7.29548532526696e-4
1554678_s_at,0.09962539680227102,0.25920434396784126,0.04983608083890592,0.5042219394089704,-0.02593055530840694,0.745937180600276
1554679_a_at,-1.0831328193179233,1.0918265605487256e-14,-1.1326315492413317,1.7795657593423632e-14,1.4724483390762704,6.070185032464382e-15
1554691_a_at,0.06833600647280069,0.4139880416929501,-0.00250575789358978,0.9823291277976468,-0.02018526537809704,0.7854778997920389
1554696_s_at,1.1330660860148376,1.1415742847641166e-31,1.0839483829006635,2.714059967291092e-37,-1.115524003263228,9.4430572525956e-43
1554747_a_at,-0.11954311512489282,0.13960612556628058,-0.17157651249229794,0.01253964200856965,0.19779558441998707,0.00518728904525852
1554768_a_at,0.19068946087173408,0.13340068907540087,0.15277380674943433,0.15827338606809696,-0.16259780868981338,0.14997488731660394
1554806_a_at,0.2107886525966212,0.00641567446437043,0.1421512310453449,0.0505148084193856,-0.18323255083089451,0.00535951693286128
1554868_s_at,0.00442314819752338,0.965038211642188,-0.0500671978173824,0.4677106820068501,0.06079256825790069,0.3740289148422716
1554878_a_at,-0.1002356179186955,0.47599959517754814,-0.15311301156367924,0.1939553289413582,0.10161304810620296,0.4007773787523967
1554899_s_at,1.1794556839680648,3.572538821228335e-15,1.1160843841687995,1.0525288827956334e-16,-1.1043768812324024,3.3251426411621356e-20
1554930_a_at,0.7963664591683364,2.1858570029885978e-17,0.73018343081568,2.250008269605415e-17,-0.7783158822088105,1.6225944492955775e-23
1554943_at,-0.7111921471130922,1.5134593009114729e-18,-0.7753774584157568,2.3252672504254913e-19,0.7614923878321626,3.1914990818621223e-14
1554966_a_at,-0.32971226199047676,0.00945475089184505,-0.3967037147130202,0.00135742399201719,0.2708790347785547,0.03998904961218138
1554980_a_at,-0.15702176935991566,0.22660465293126597,-0.21348120277726593,0.07381018833592362,0.17417661940365992,0.12208007948673154
1554997_a_at,1.401665337980894,7.838570988794957e-13,1.3092759021567058,3.4695130550640846e-14,-0.929741828734552,5.0004723299590165e-8
1555019_at,-1.2914423333898672,3.335063704021415e-12,-1.375643419702866,1.6271267756254848e-11,1.2773802499603826,3.567566970271164e-9
1555037_a_at,0.10950272810268716,0.1271259588041993,0.04684962960277209,0.4769220650577997,-0.03388405378457542,0.6150380566325736
1555041_a_at,0.3544735768540464,1.486530683692166e-11,0.28036016567758354,2.732354882800645e-7,-0.30755036742210323,8.48465969024845e-9
1555167_s_at,0.07462008278730137,0.6246657440484392,0.01396759374902533,0.9079028189775312,-0.01751622195353618,0.8942034675519603
1555175_a_at,-0.3570548772753851,0.02493601314760414,-0.4339025659795563,0.00609507652076998,0.45999998774491,0.00180478666586581
1555203_s_at,-0.0334777236738219,0.8788601987412006,-0.10821632899905864,0.53049932356991,0.1383791429305919,0.43861446695900697
1555226_s_at,-0.1918638049268371,0.00182023741041895,-0.2536348161949952,2.070369008208561e-5,0.2602231330955215,1.5688676810239553e-5
1555229_a_at,-0.36758621859431023,0.04229963803811915,-0.4364338093508868,0.01312162747456068,0.2533296144459077,0.19663105627378247
1555278_a_at,0.02745593509703904,0.7645175052569263,-0.02562229884290004,0.7214929154525921,0.02276343463541084,0.7459291420005604
1555326_a_at,0.38829905030504985,5.139396401103212e-4,0.33149832827923176,0.00123543369133298,-0.3190159214325436,0.00137850729365447
1555349_a_at,0.8010110472887287,1.8539893547849644e-10,0.7368260334652638,2.883294277193385e-10,-0.7061626269421023,4.567538399794278e-12
1555383_a_at,-0.4508307857552451,5.544664753669737e-4,-0.5052459191291758,8.742207178862754e-5,0.5917989910521915,2.6471081966234725e-4
1555411_a_at,-0.04732356932052636,0.6525753662587053,-0.10889782855036996,0.18384660456873017,0.10466577483815816,0.2036671813603516
1555419_a_at,0.13814642116436418,0.15084349392711582,0.07189591124880208,0.42011937476374234,-0.07935443785964687,0.3999408477198997
1555480_a_at,0.1664218896911809,0.03494076137721052,0.09274963569211588,0.25845594800541194,-0.0612578293334502,0.44394771029039953
